Data/Time, Laser9, Laser10, Laser3, Laser4, Laser5, Laser6, Laser7, Laser8, Vin (5), SetMon, IMon, Temp(F), Vin (28)
07/29/24:12:57:51,0.4979849056603767,0.5553415094339625,0.4731943396226422,0.4987320754716988,0.4989735849056612,0.47028113207547145,0.5628037735849062,1.36931320754717,3.7899952830188677,0.15776981132075468,0.19123490566037735,72.35665094339633,17.984339622641507
07/29/24:12:58:02,0.49801523809523746,0.5552714285714286,0.4731971428571435,0.49879238095238154,0.4989066666666674,0.47021047619047596,0.5628123809523821,1.399178095238095,3.8743961904761925,2.7099580952380955,2.743244761904763,72.15051142857148,17.85990476190478
07/29/24:12:58:12,0.4979923809523804,0.5553628571428577,0.47312095238095314,0.4987847619047625,0.49892952380952454,0.4701123809523807,0.562753333333334,1.398916190476191,3.8897704761904746,3.3158000000000047,3.3158000000000047,72.3321504761904,17.86238095238096
07/29/24:12:58:23,0.4979314285714279,0.5553019047619051,0.47313619047619115,0.4987390476190482,0.49884571428571506,0.46998095238095194,0.5627533333333345,1.4181628571428568,3.855268571428572,2.508324761904762,2.4646895238095237,72.39124,17.95685714285713
07/29/24:12:58:33,0.4979695238095232,0.5552714285714287,0.4731209523809529,0.49872380952381,0.498845714285715,0.47004285714285676,0.5627619047619056,1.3736704761904766,3.784927619047619,0.003548571428571428,0.008226666666666667,72.08379428571429,17.815809523809506
07/29/24:12:58:44,0.4979619047619041,0.5552638095238095,0.4729914285714292,0.498708571428572,0.498845714285715,0.46997333333333313,0.5627552380952392,1.381555238095238,3.7836333333333356,0.0,0.0,72.36104095238097,17.851714285714277
07/29/24:12:58:54,0.49792380952380894,0.5552409523809523,0.4730295238095245,0.498708571428572,0.498853333333334,0.46992761904761887,0.5627847619047631,1.3812371428571424,3.8119142857142867,0.8067752380952381,0.8698266666666661,72.54900285714291,18.04666666666667
07/29/24:12:59:05,0.4978933333333327,0.5552561904761903,0.4730066666666673,0.49873904761904814,0.49881523809523876,0.46983619047619035,0.5627209523809533,1.4006571428571424,3.8904152380952373,3.3153466666666715,3.3139409523809564,72.48566285714291,17.84466666666668
07/29/24:12:59:16,0.4978630630630623,0.5551972972972972,0.4729720720720728,0.4986342342342349,0.4988360360360369,0.4699387387387383,0.5627162162162174,1.381932432432432,3.8901423423423434,3.3158000000000056,3.3158000000000056,72.2261387387388,17.773603603603622
07/29/24:12:59:26,0.4978476190476184,0.5551952380952381,0.4729609523809529,0.49864000000000047,0.498845714285715,0.4698971428571426,0.5626971428571438,1.4405885714285707,3.894369523809523,3.315313333333338,3.315152380952384,72.0774304761906,17.922380952380948
07/29/24:12:59:37,0.4978933333333327,0.5552028571428571,0.4729304761904768,0.49864761904761945,0.49880000000000074,0.4698438095238093,0.5626447619047629,1.4370190476190476,3.8878580952380952,3.2983809523809566,3.2950447619047663,72.3636228571428,18.028285714285705
07/29/24:12:59:48,0.49787809523809456,0.5551647619047615,0.47293047619047685,0.4986095238095243,0.49884571428571484,0.4698285714285714,0.5626866666666677,1.4302742857142852,3.883321904761903,3.239969523809526,3.229321904761906,72.6005066666666,18.01752380952381
07/29/24:12:59:58,0.49785523809523746,0.5551952380952375,0.4728923809523815,0.4986019047619052,0.4987771428571434,0.4697295238095237,0.5626371428571442,1.3871685714285713,3.7977057142857165,0.5390685714285712,0.5022342857142861,72.36528761904769,17.83057142857142
07/29/24:13:00:09,0.4978704761904755,0.5551723809523809,0.47290761904761963,0.49860190476190547,0.49875428571428637,0.46979809523809485,0.5627380952380961,1.3791457142857146,3.787443809523812,0.000817142857142857,0.0026142857142857144,72.51372761904759,17.843428571428554
07/29/24:13:00:19,0.4977257142857137,0.5551495238095234,0.4729076190476197,0.4985485714285716,0.4987085714285719,0.4702095238095235,0.5626847619047628,1.3750533333333337,3.788410476190475,0.06496190476190478,0.08046857142857139,72.1837152380953,17.913809523809515
07/29/24:13:00:30,0.4977104761904756,0.5551571428571427,0.47282380952381015,0.4985333333333335,0.498845714285715,0.47023238095238074,0.5627038095238105,1.4006390476190473,3.8610885714285734,2.3016599999999996,2.334216190476189,71.86074476190478,17.950857142857167
07/29/24:13:00:40,0.497794285714285,0.5552104761904757,0.47283904761904794,0.4985333333333335,0.4987695238095245,0.47029619047619015,0.5627380952380968,1.3957714285714289,3.892613333333335,3.3157771428571476,3.3158000000000047,72.2228095238096,17.8697142857143
07/29/24:13:00:51,0.4977811320754711,0.5552283018867926,0.4728396226415099,0.49853584905660425,0.4988150943396234,0.4703745283018864,0.562671698113209,1.4245320754716986,3.8651009433962256,2.6403867924528273,2.606997169811319,72.15112452830195,17.940471698113186
07/29/24:13:01:01,0.49775619047618996,0.5552180952380951,0.4728009523809528,0.49849523809523816,0.4987238095238102,0.47042380952380913,0.562669523809525,1.38242,3.7874742857142873,0.004425714285714287,0.005952380952380955,71.65258285714272,17.834571428571426
07/29/24:13:01:12,0.49774857142857076,0.5552714285714284,0.4728009523809529,0.4985180952380956,0.4987314285714292,0.4704352380952378,0.5626800000000014,1.376487619047619,3.7931304761904765,0.2008847619047619,0.24209428571428576,71.57651904761902,17.965142857142865
07/29/24:13:01:22,0.49773333333333264,0.5550961904761905,0.4728085714285721,0.49842666666666646,0.49873904761904825,0.4704104761904759,0.5625933333333347,1.4014066666666665,3.892568571428573,3.196100000000004,3.217822857142862,71.70051047619043,17.851523809523815
07/29/24:13:01:33,0.49777904761904695,0.5551038095238093,0.472816190476191,0.49849523809523827,0.4987619047619054,0.4704304761904759,0.5626619047619059,1.4138809523809532,3.8926704761904745,3.3124228571428596,3.30814285714286,71.7426171428572,17.856666666666666
07/29/24:13:01:43,0.49776380952380883,0.5552104761904761,0.47274000000000055,0.4984876190476192,0.4987085714285719,0.4704266666666664,0.5626542857142868,1.4017171428571427,3.824656190476191,1.378414285714285,1.356223809523809,71.71114095238109,17.923333333333325
07/29/24:13:01:54,0.4977790476190469,0.5551419047619046,0.4727933333333338,0.49848761904761923,0.4987466666666672,0.4703838095238092,0.562610476190477,1.3779876190476184,3.786838095238094,0.0009561904761904764,0.0009942857142857147,71.65422666666663,17.839619047619035
07/29/24:13:02:04,0.49774857142857076,0.5551723809523808,0.4726104761904762,0.49841142857142867,0.4986780952380956,0.47039047619047586,0.5626542857142867,1.3967809523809525,3.836498095238095,1.3550866666666659,1.4058809523809517,71.65301047619047,17.992285714285725
07/29/24:13:02:15,0.4977433962264145,0.5550547169811312,0.4726660377358492,0.498392452830189,0.4986943396226419,0.47043962264150907,0.5626037735849071,1.3943320754716986,3.896224528301888,3.3156773584905714,3.3147160377358538,72.08077358490587,17.837641509433976
07/29/24:13:02:25,0.49776380952380894,0.5551495238095236,0.47256476190476193,0.4984190476190476,0.4987466666666672,0.47044857142857105,0.5625504761904769,1.4333704761904766,3.8939695238095227,3.282899047619047,3.274674285714286,71.97247238095245,17.957809523809527
07/29/24:13:02:36,0.4977104761904755,0.555210476190476,0.4726028571428575,0.49842666666666646,0.49868571428571484,0.4704219047619045,0.5625933333333345,1.3962076190476196,3.813159047619048,0.7931457142857146,0.7637866666666666,71.61137238095235,17.835333333333306
07/29/24:13:02:46,0.497786666666666,0.5550428571428568,0.472564761904762,0.49837333333333367,0.4986476190476193,0.47049904761904743,0.5625342857142868,1.3868428571428573,3.793256190476188,0.00015428571428571428,0.0006390476190476192,71.47973428571417,17.828095238095223
07/29/24:13:02:57,0.49780190476190406,0.5551723809523808,0.4726409523809525,0.49829714285714255,0.4986628571428576,0.47046476190476155,0.5626266666666679,1.3786209523809527,3.7988657142857143,0.12659142857142852,0.150107619047619,71.52771714285713,17.924666666666674
07/29/24:13:03:07,0.4977333333333328,0.5550809523809517,0.47251904761904767,0.4983657142857142,0.49867809523809586,0.47047999999999973,0.5625771428571439,1.4093085714285714,3.878667619047622,2.5930819047619047,2.635462857142858,71.48779904761896,17.900952380952383
07/29/24:13:03:18,0.49770285714285656,0.5551342857142855,0.47250380952380977,0.49840380952380964,0.49863238095238155,0.4706828571428567,0.5626190476190486,1.3959676190476191,3.897002857142858,3.3157771428571468,3.3158000000000047,71.3986047619049,17.831142857142865
07/29/24:13:03:28,0.4977561904761899,0.5551038095238092,0.4724961904761904,0.4983657142857143,0.4986780952380957,0.47053714285714254,0.5625000000000008,1.4409161904761905,3.8924571428571424,3.249291428571427,3.2322095238095243,71.42918761904768,17.9182857142857
07/29/24:13:03:39,0.49760380952380906,0.5550885714285708,0.4724276190476189,0.4982971428571426,0.4986476190476195,0.4706057142857139,0.5625666666666681,1.3877476190476197,3.797751428571427,0.21291619047619043,0.19214285714285725,71.3217371428572,17.843619047619036
07/29/24:13:03:49,0.4976981132075466,0.5551679245283019,0.47246981132075466,0.498309433962264,0.49867169811320783,0.4706811320754713,0.5625198113207558,1.3881377358490563,3.793960377358492,0.00016037735849056605,0.0004650943396226417,71.23471320754709,17.827547169811318
07/29/24:13:04:00,0.49764190476190423,0.5551038095238092,0.47240476190476177,0.4983199999999997,0.498594285714286,0.4706847619047617,0.5624819047619054,1.3826923809523806,3.8109600000000015,0.4146219047619049,0.46512380952380933,71.22585523809519,17.998666666666676
07/29/24:13:04:10,0.4976952380952375,0.5550733333333331,0.4724199999999999,0.4982514285714282,0.4986171428571431,0.47070857142857103,0.5625085714285725,1.4023790476190472,3.898072380952381,3.3142580952380993,3.3149285714285757,71.42662857142854,17.8732380952381
07/29/24:13:04:21,0.4976799999999995,0.5551266666666662,0.47242761904761865,0.4982057142857141,0.49868571428571506,0.47071714285714245,0.5624990476190485,1.429002857142858,3.8830790476190478,3.0727876190476175,3.0533723809523794,71.49160476190478,17.90676190476189
07/29/24:13:04:31,0.49768761904761843,0.5551038095238092,0.47230571428571405,0.49827428571428567,0.49860190476190536,0.4707771428571424,0.5624733333333347,1.3879180952380947,3.795830476190474,0.0027133333333333332,0.0038,71.19827523809526,17.848
07/29/24:13:04:42,0.4977180952380947,0.5551266666666662,0.4723361904761903,0.49825142857142857,0.498579047619048,0.470828571428571,0.5623980952380964,1.3816628571428566,3.7995447619047615,0.11169238095238097,0.13885523809523811,71.40073047619035,17.9495238095238
07/29/24:13:04:52,0.4976952380952375,0.5551952380952379,0.4722752380952377,0.4981676190476186,0.4985257142857145,0.4708714285714282,0.5624228571428583,1.4069628571428565,3.879377142857142,2.6728438095238083,2.6994952380952375,71.36505714285721,17.924857142857157
07/29/24:13:05:03,0.49767999999999946,0.555080952380952,0.4722676190476188,0.4981295238095234,0.4985180952380954,0.47074380952380906,0.5624400000000009,1.4083761904761902,3.896081904761907,3.3158000000000047,3.3158000000000047,71.45042571428563,17.843714285714302
07/29/24:13:05:13,0.4976571428571423,0.5550580952380947,0.47231333333333314,0.49809047619047564,0.4985028571428572,0.47089714285714246,0.5625171428571443,1.442142857142857,3.8950771428571422,3.287951428571428,3.2800390476190486,71.6194123809524,17.983809523809523
07/29/24:13:05:24,0.4975924528301881,0.5550773584905658,0.47226603773584874,0.49819622641509403,0.49849056603773567,0.4708594339622639,0.5625113207547177,1.4163952830188669,3.849046226415097,2.0180981132075466,1.9625867924528306,71.71962075471693,17.846792452830176
07/29/24:13:05:34,0.4976342857142852,0.5551799999999996,0.47225999999999957,0.49819047619047563,0.49842666666666696,0.47086285714285686,0.5624657142857151,1.3830876190476196,3.796786666666668,0.004387619047619048,0.0079952380952381,71.54553904761893,17.842190476190456
07/29/24:13:05:45,0.49763428571428514,0.5551342857142857,0.4722295238095232,0.49816761904761864,0.49850285714285714,0.4709047619047614,0.5624228571428581,1.391030476190476,3.7947504761904765,7.619047619047622e-06,0.00020761904761904763,71.32557714285716,17.810476190476184
07/29/24:13:05:55,0.49763428571428514,0.5551419047619045,0.4722295238095233,0.49823619047619033,0.49846476190476197,0.47083714285714245,0.5624485714285721,1.3845123809523803,3.8099419047619048,0.2979123809523808,0.34824666666666687,71.22839714285709,18.01961904761906
07/29/24:13:06:06,0.49755809523809474,0.5550657142857142,0.4722219047619043,0.4981219047619042,0.49848761904761923,0.47077714285714256,0.562380000000001,1.4126038095238103,3.8971638095238097,3.199946666666669,3.2165895238095277,71.4962561904762,17.852095238095252
07/29/24:13:06:16,0.497626666666666,0.5551342857142854,0.47226761904761866,0.4981523809523805,0.4984647619047622,0.470785714285714,0.5625000000000014,1.4086342857142857,3.8977666666666666,3.3158000000000047,3.3158000000000047,71.59010190476185,17.837809523809526
07/29/24:13:06:27,0.4975849056603769,0.5550924528301882,0.4722132075471694,0.4980905660377353,0.49838490566037735,0.4708499999999996,0.5623245283018877,1.4259283018867925,3.8665084905660367,2.4880122641509432,2.45820283018868,71.32510660377356,17.90858490566034
07/29/24:13:06:38,0.49756571428571356,0.5551647619047614,0.4722219047619045,0.49811428571428545,0.4985028571428576,0.47073142857142825,0.5624142857142866,1.3886095238095235,3.798030476190473,0.0032609523809523813,0.005643809523809525,71.22331619047617,17.815523809523796
07/29/24:13:06:48,0.49755809523809463,0.5550657142857142,0.4722295238095233,0.4981142857142853,0.49840380952380964,0.47067619047619014,0.5624390476190488,1.3821161904761905,3.804681904761905,0.17080761904761907,0.20519619047619056,71.44148666666663,17.977904761904774
07/29/24:13:06:59,0.49760380952380895,0.555080952380952,0.47219904761904713,0.4981676190476188,0.4983809523809525,0.4707085714285711,0.5624057142857151,1.4097790476190475,3.887662857142859,2.870353333333335,2.898114285714288,71.5748038095237,17.86857142857144
07/29/24:13:07:09,0.4974971428571424,0.5550428571428566,0.4721380952380947,0.4981523809523805,0.49848,0.47076857142857104,0.5624057142857152,1.400245714285714,3.8969790476190482,3.3158000000000047,3.3158000000000047,71.43131142857148,17.8324761904762
07/29/24:13:07:20,0.49754285714285656,0.5550733333333332,0.4721838095238089,0.4980533333333327,0.4983961904761905,0.4707342857142852,0.5624485714285725,1.437098095238095,3.8847266666666664,3.05814380952381,3.031697142857141,71.30478190476184,17.90895238095238
07/29/24:13:07:30,0.4975352380952376,0.5550428571428561,0.4721990476190471,0.4981066666666661,0.4984038095238096,0.4707085714285711,0.5623885714285725,1.3871390476190473,3.798896190476189,0.0037390476190476193,0.006892380952380953,71.35742666666665,17.83419047619045
07/29/24:13:07:41,0.49759619047618986,0.5550809523809522,0.472183809523809,0.49806857142857086,0.4983428571428572,0.4707342857142853,0.5624400000000013,1.3839980952380957,3.8027980952380944,0.12956857142857142,0.1567228571428571,71.32007904761903,17.94704761904761
07/29/24:13:07:51,0.4975320754716975,0.5550094339622633,0.4721528301886787,0.49811320754716937,0.4983169811320755,0.47072264150943355,0.5624094339622652,1.4084811320754704,3.8882924528301874,2.8653273584905676,2.8913415094339636,71.34106698113226,17.91349056603774
07/29/24:13:08:02,0.49750476190476145,0.555103809523809,0.47216095238095207,0.49805333333333274,0.4982895238095237,0.4708295238095235,0.5623533333333339,1.4135419047619053,3.897301904761906,3.3158000000000047,3.3157771428571476,71.39180857142874,17.822761904761915
07/29/24:13:08:12,0.49750476190476123,0.554966666666666,0.47212285714285657,0.49806095238095177,0.4982666666666665,0.47085523809523766,0.5623714285714296,1.4247314285714283,3.8644342857142853,2.314992380952381,2.282499047619048,71.38331333333339,17.902095238095217
07/29/24:13:08:23,0.4975199999999994,0.554966666666666,0.47215333333333287,0.49805333333333285,0.498304761904762,0.4708276190476185,0.5623285714285724,1.3872828571428573,3.797539047619047,0.005280952380952381,0.008102857142857143,71.30521714285715,17.860476190476184
07/29/24:13:08:33,0.497443809523809,0.5549819047619046,0.4721457142857139,0.49806857142857086,0.4982971428571426,0.4707257142857138,0.5624400000000009,1.3846238095238097,3.8023952380952393,0.0,0.0017504761904761903,71.19871142857136,17.906761904761915
07/29/24:13:08:44,0.49749433962264106,0.5550320754716973,0.472137735849056,0.498037735849056,0.4982566037735849,0.4707330188679242,0.5623330188679254,1.3785594339622644,3.8095471698113204,0.22330754716981133,0.2624792452830191,71.38817452830183,18.033490566037734
07/29/24:13:08:54,0.4975276190476185,0.555003809523809,0.4721076190476185,0.49806857142857064,0.49823619047619033,0.470728571428571,0.562328571428572,1.3980257142857149,3.8185199999999995,0.5012819047619048,0.5765733333333333,71.37439333333351,18.04980952380953
07/29/24:13:09:05,0.4974895238095234,0.5550428571428561,0.4721304761904756,0.49804571428571376,0.49831999999999993,0.4706495238095234,0.5624152380952393,1.416443809523809,3.8944152380952386,3.1587342857142895,3.1854895238095273,71.42451619047621,17.880857142857167
07/29/24:13:09:15,0.4974819047619043,0.554959047619047,0.4720619047619042,0.4980685714285708,0.4983123809523808,0.4707780952380948,0.5623714285714291,1.414655238095238,3.9000761904761925,3.3148361904761945,3.3154000000000035,71.29713333333339,17.82457142857146
07/29/24:13:09:26,0.49741333333333293,0.5549895238095232,0.47210761904761844,0.49806095238095177,0.49816761904761864,0.4706580952380949,0.5622685714285726,1.4202523809523806,3.899091428571429,3.3124990476190512,3.3112438095238126,71.30137333333336,17.817523809523813
07/29/24:13:09:36,0.49746666666666617,0.5549819047619038,0.4720847619047613,0.49802285714285666,0.49819809523809505,0.470605714285714,0.5622942857142869,1.4077885714285712,3.850678095238095,1.9089199999999982,1.986787619047618,71.25173619047618,17.95314285714287
07/29/24:13:09:47,0.4974971428571424,0.5549895238095226,0.4720771428571423,0.4980304761904757,0.4982133333333333,0.47059714285714255,0.5623457142857157,1.3954990476190474,3.8127161904761904,0.29232380952380954,0.3493104761904763,71.15285714285712,18.07257142857143
07/29/24:13:09:57,0.49742857142857083,0.5550199999999991,0.47209999999999935,0.49804571428571354,0.49824380952380937,0.47052857142857113,0.5623200000000008,1.3958800000000016,3.814241904761907,0.307989523809524,0.3573333333333332,71.16729904761901,18.046761904761883
07/29/24:13:10:08,0.4974716981132071,0.554994339622641,0.4720849056603768,0.4980075471698106,0.49819622641509376,0.4705273584905657,0.5623424528301894,1.3966905660377353,3.815031132075471,0.3849150943396228,0.4518518867924529,71.26663773584906,18.065849056603778
07/29/24:13:10:18,0.49741333333333293,0.5549895238095232,0.4720695238095234,0.4980304761904756,0.49825142857142846,0.4705295238095234,0.5622942857142865,1.3947514285714282,3.8100876190476174,0.2595628571428571,0.31792285714285723,71.47208857142851,18.086000000000016
07/29/24:13:10:29,0.4975123809523805,0.5549657142857134,0.47212285714285646,0.49799999999999944,0.498182857142857,0.4705314285714282,0.5623200000000012,1.396174285714285,3.8123457142857142,0.24054857142857147,0.30900000000000005,71.42027047619041,18.07838095238097
07/29/24:13:10:39,0.49746666666666617,0.5550276190476188,0.47208476190476134,0.49805333333333257,0.498220952380952,0.47056380952380916,0.5623038095238102,1.3968276190476183,3.8145857142857134,0.3122409523809525,0.36624285714285715,71.18340857142856,18.043333333333337
07/29/24:13:10:50,0.497443809523809,0.5550352380952377,0.47208476190476123,0.49804571428571365,0.4982133333333329,0.47050571428571397,0.5623295238095248,1.4109838095238088,3.8708999999999993,2.293211428571427,2.3631885714285716,71.18171714285708,17.942380952380965
07/29/24:13:11:00,0.497459047619047,0.5550733333333328,0.47203142857142794,0.4980152380952375,0.4981828571428567,0.47057142857142825,0.562285714285715,1.417903809523808,3.901897142857143,3.314112380952383,3.312954285714287,71.23943428571425,17.855619047619065
07/29/24:13:11:11,0.49741333333333293,0.5550123809523801,0.4720847619047613,0.49803809523809467,0.49822095238095204,0.4706828571428568,0.562268571428572,1.384120000000001,3.895980952380952,3.315760952380957,3.3158000000000047,71.24069809523806,17.849714285714292
07/29/24:13:11:21,0.4974742857142851,0.5550199999999994,0.4720695238095234,0.4980076190476184,0.49822857142857124,0.4705038095238092,0.5621914285714297,1.3784657142857144,3.896741904761905,3.3158000000000047,3.3157923809523857,71.20845142857128,17.857047619047638
07/29/24:13:11:32,0.49745945945945885,0.5549873873873868,0.4720783783783777,0.49799999999999933,0.4983027027027025,0.4705306306306302,0.5621198198198208,1.3968315315315314,3.897354954954956,3.3158000000000056,3.3158000000000056,71.05777927927923,17.882162162162178
07/29/24:13:11:43,0.49742095238095196,0.5549895238095232,0.4720085714285708,0.4980457142857139,0.4981980952380948,0.4705714285714282,0.5622085714285721,1.4348095238095235,3.901651428571432,3.315645714285719,3.315660952380956,71.01540095238082,17.859714285714293
07/29/24:13:11:53,0.49744380952380907,0.5550809523809518,0.4719933333333327,0.4980609523809518,0.49823619047619033,0.4704961904761902,0.5621914285714297,1.4370580952380951,3.8885504761904754,3.0344400000000005,3.00301142857143,71.09849809523806,17.947809523809518
07/29/24:13:12:04,0.49734476190476123,0.5550428571428566,0.47207714285714225,0.49800761904761826,0.49822095238095204,0.47053809523809487,0.562122857142858,1.3916476190476184,3.8048695238095243,0.07775619047619053,0.06854285714285713,71.20419333333341,17.85771428571428
07/29/24:13:12:14,0.4974133333333327,0.5549895238095229,0.47200857142857083,0.49806095238095194,0.49816761904761864,0.4705057142857139,0.5622342857142865,1.3910971428571435,3.8052980952380953,0.0006923809523809523,0.0008219047619047615,71.37908285714282,17.848761904761894
07/29/24:13:12:25,0.49742095238095185,0.554959047619047,0.4720695238095232,0.49796190476190416,0.4981523809523805,0.47048095238095206,0.5622009523809535,1.3924152380952386,3.8078904761904755,0.052331428571428557,0.047098095238095224,71.25046666666658,17.869238095238092
07/29/24:13:12:35,0.4973447619047614,0.5549742857142851,0.4720085714285708,0.4980533333333328,0.4981676190476188,0.4703599999999997,0.562165714285715,1.4375590476190483,3.893039047619048,3.0178752380952405,2.976406666666669,71.13162952380955,17.96047619047619
07/29/24:13:12:46,0.49747428571428515,0.5549438095238088,0.47205428571428515,0.49797714285714223,0.49815999999999955,0.47044857142857116,0.5622000000000014,1.4212609523809527,3.90126380952381,3.3158000000000047,3.3157923809523857,71.14861999999987,17.852952380952388
07/29/24:13:12:56,0.4974339622641505,0.5549415094339614,0.47197924528301827,0.49802264150943354,0.4981735849056599,0.4704207547169808,0.5622066037735858,1.4062943396226422,3.9021801886792464,3.315800000000005,3.315800000000005,71.14643207547161,17.834433962264168
07/29/24:13:13:07,0.4974057142857138,0.5548980952380946,0.4719476190476184,0.49796952380952314,0.498182857142857,0.47040476190476155,0.562217142857144,1.4109219047619044,3.900906666666668,3.3158000000000047,3.3158000000000047,71.08281809523812,17.834095238095262
07/29/24:13:13:17,0.49739047619047566,0.5549276190476188,0.4719171428571423,0.4980152380952374,0.49815999999999927,0.4704876190476187,0.5622171428571433,1.4446961904761904,3.8982104761904757,3.2748495238095243,3.275240952380952,71.00396857142842,17.990476190476187
07/29/24:13:13:28,0.49742095238095185,0.5548895238095236,0.4720085714285708,0.4979542857142851,0.49819809523809505,0.4704638095238092,0.5621323809523819,1.4015809523809524,3.8197047619047617,0.71667619047619,0.6747161904761906,71.08832285714276,17.90333333333334
07/29/24:13:13:39,0.49742857142857094,0.554966666666666,0.4719780952380946,0.49803809523809467,0.49815238095238057,0.4704504761904759,0.562149523809525,1.3891371428571426,3.8007457142857124,0.00030857142857142856,0.001633333333333334,71.18512285714276,17.857809523809514
07/29/24:13:13:49,0.4974133333333329,0.5549123809523804,0.47197809523809453,0.49797714285714223,0.49816761904761864,0.470458095238095,0.5621828571428581,1.3843238095238088,3.7992580952380943,0.0003152380952380952,0.0026990476190476196,71.17323619047615,17.916000000000007
07/29/24:13:14:00,0.4973676190476186,0.5549352380952379,0.4720009523809518,0.4979238095238088,0.49815238095238057,0.47040476190476155,0.5620800000000012,1.3958038095238094,3.8218933333333327,0.5256504761904764,0.6052780952380953,71.12653238095251,18.054857142857163
07/29/24:13:14:10,0.49737523809523765,0.5549742857142846,0.47197047619047555,0.4979314285714279,0.49812190476190427,0.47041904761904735,0.5620885714285728,1.4140104761904768,3.9019257142857144,3.306415238095242,3.3112666666666715,71.15626476190468,17.830285714285747
